society,price,sector,price_per_sqft,area,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,property_type,super_built_up_area,built_up_area,carpet_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,area_room_ratio
emaar palm gardens,1.0,sector 83,901.0,11098.0,Super Built up area 1720(159.79 sq.m.)Built Up area: 1400 sq.ft. (130.06 sq.m.)Carpet area: 1095 sq.ft. (101.73 sq.m.),3,3,3,4.0,West,Relatively New,,1720.0,1400.0,1095.0,0,1,0,0,0,2,174,3699.3333333333335
aipl the peaceful homes,2.0,sector 70a,1072.0,18651.0,Super Built up area 2350(218.32 sq.m.),3,4,3,8.0,West,Relatively New,,2350.0,,,0,1,0,0,0,1,174,6217.0
rof ananda,0.03,sector 95,575.0,522.0,Carpet area: 644.12 (59.84 sq.m.),3,2,1,6.0,South-East,Relatively New,,,,644.12,0,0,0,1,0,2,72,174.0
bestech park view ananda,0.09,sector 81,662.0,1360.0,Super Built up area 1360(126.35 sq.m.),2,2,3,8.0,,New Property,,1360.0,,,0,0,0,0,1,1,60,680.0
bestech park view sanskruti,1.0,sector 92,777.0,12872.0,Super Built up area 1995(185.34 sq.m.),3,4,3,8.0,North,Relatively New,,1995.0,,,0,1,0,0,0,1,49,4290.666666666667
aipl the peaceful homes,2.0,sector 70a,1163.0,17201.0,Super Built up area 2150(199.74 sq.m.)Carpet area: 1350 sq.ft. (125.42 sq.m.),3,3,3+,15.0,North-East,Relatively New,,2150.0,,1350.0,0,0,0,0,1,2,174,5733.666666666667
sidhartha ncr one,0.05,sector 95,418.0,1196.0,Built Up area: 1364 (126.72 sq.m.)Carpet area: 1232 sq.ft. (114.46 sq.m.),2,2,2,10.0,,Undefined,,,1364.0,1232.0,0,0,0,0,0,1,0,598.0
signature global park 4,0.08,sector 36,1133.0,706.0,Carpet area: 750 (69.68 sq.m.),3,2,3,1.0,,New Property,,,,750.0,0,0,0,0,0,1,33,235.33333333333334
orris aster court premier,1.0,sector 85,590.0,16961.0,Super Built up area 2120(196.95 sq.m.)Built Up area: 1616 sq.ft. (150.13 sq.m.),3,4,2,6.0,East,Relatively New,,2120.0,1616.0,,0,1,0,0,0,2,49,5653.666666666667
sare homes,0.09,sector 92,475.0,1895.0,Super Built up area 2000(185.81 sq.m.)Built Up area: 1983 sq.ft. (184.23 sq.m.)Carpet area: 1900 sq.ft. (176.52 sq.m.),4,3,2,17.0,East,New Property,,2000.0,1983.0,1900.0,0,0,0,0,0,2,7,473.75
sidhartha ncr greens,0.09,sector 95,620.0,1451.0,Carpet area: 1548 (143.81 sq.m.),3,3,3,8.0,,New Property,,,,1548.0,0,0,1,1,0,1,8,483.6666666666667
imperia the esfera,0.07,sector 37c,488.0,1435.0,Super Built up area 1435(133.32 sq.m.),2,3,3+,12.0,North,Under Construction,,1435.0,,,1,0,0,0,1,1,58,717.5
gls arawali homes,0.03,sohna road,529.0,567.0,Built Up area: 567 (52.68 sq.m.),2,2,0,10.0,,Undefined,,,567.0,,0,0,0,0,0,1,0,283.5
511 sarahah tower,0.06,sector 12,833.0,720.0,Carpet area: 720 (66.89 sq.m.),2,2,1,0.0,,New Property,,,,720.0,0,0,0,1,0,0,0,360.0
vipul tatvam villa,7.25,sector 48,22377.0,3240.0,Plot area 360(33.45 sq.m.),4,4,3,2.0,,Relatively New,house,,360.0,,1,1,1,1,0,2,103,810.0
pyramid urban homes 2,0.04,sector 86,733.0,546.0,Carpet area: 601 (55.83 sq.m.),2,2,2,6.0,East,Relatively New,,,,601.0,0,0,0,0,0,2,63,273.0
bestech altura,2.0,sector 79,1250.0,16000.0,Super Built up area 2150(199.74 sq.m.),3,4,3+,3.0,,New Property,,2150.0,,,0,1,0,0,0,1,49,5333.333333333333
zara aavaas,0.02,sector 104,664.0,301.0,Carpet area: 301 (27.96 sq.m.),1,2,2,3.0,,New Property,,,,301.0,0,0,0,0,0,1,67,301.0
independent,19.0,sector 26,42222.0,4500.0,Plot area 500(418.06 sq.m.),6,8,3+,3.0,East,Moderately Old,house,,4500.0,,1,1,1,1,0,2,103,750.0
ss the leaf,2.0,sector 85,757.0,26406.0,Super Built up area 2812(261.24 sq.m.)Built Up area: 2600 sq.ft. (241.55 sq.m.)Carpet area: 2200 sq.ft. (204.39 sq.m.),4,4,3,2.0,North,Relatively New,,2812.0,2600.0,2200.0,0,0,0,0,0,1,49,6601.5
godrej summit,1.0,sector 104,753.0,13280.0,Carpet area: 2324 (215.91 sq.m.),4,5,3+,1.0,,New Property,,,,2324.0,0,1,0,0,0,1,60,3320.0
ats kocoon,1.0,sector 109,1288.0,7765.0,Super Built up area 1745(162.12 sq.m.)Built Up area: 1550 sq.ft. (144 sq.m.)Carpet area: 1320 sq.ft. (122.63 sq.m.),3,3,3,22.0,East,Relatively New,,1745.0,1550.0,1320.0,0,0,0,0,0,1,103,2588.3333333333335
cghs airport apartment,1.0,sector 47,600.0,16667.0,Super Built up area 3000(278.71 sq.m.)Carpet area: 2700 sq.ft. (250.84 sq.m.),4,4,3+,4.0,North-West,Moderately Old,,3000.0,,2700.0,0,0,1,0,0,2,120,4166.75
vatika the seven lamps,0.09,sector 82,653.0,1378.0,Super Built up area 1435(133.32 sq.m.),2,2,3+,9.0,North,Relatively New,,1435.0,,,1,0,0,0,0,2,117,689.0
dlf city plots,17.3,sector 26,38737.0,4466.0,Plot area 502(419.74 sq.m.),6,7,3+,3.0,North,New Property,house,,4518.0,,1,1,1,1,0,2,124,744.3333333333334
bestech park view residency,0.05,sector 2,846.0,591.0,Super Built up area 650(60.39 sq.m.),1,1,2,7.0,North,Moderately Old,,650.0,,,0,0,0,0,0,1,31,591.0
citizen apartment,3.0,sector 51,683.0,43950.0,Built Up area: 5200 (483.1 sq.m.)Carpet area: 4700 sq.ft. (436.64 sq.m.),5,6,3+,11.0,North,Moderately Old,,,5200.0,4700.0,1,1,1,1,0,2,157,8790.0
ats tourmaline,2.0,sector 109,870.0,22978.0,Super Built up area 2585(240.15 sq.m.),3,4,3,14.0,North-East,Relatively New,,2585.0,,,0,1,0,0,0,1,101,7659.333333333333
independent,1.0,sector 3 phase 2,11111.0,900.0,Plot area 900(83.61 sq.m.),3,4,2,2.0,,Relatively New,house,,900.0,,0,0,0,0,0,1,0,300.0
independent,0.55,sector 4,4074.0,1350.0,Plot area 1350(125.42 sq.m.),3,3,2,2.0,South,Relatively New,house,,1350.0,,0,0,0,0,1,1,7,450.0
dlf the skycourt,1.0,sector 86,819.0,12210.0,Super Built up area 1929(179.21 sq.m.)Built Up area: 1750 sq.ft. (162.58 sq.m.)Carpet area: 1450 sq.ft. (134.71 sq.m.),3,3,1,16.0,North,Relatively New,,1929.0,1750.0,1450.0,0,0,0,1,0,2,152,4070.0
independent,0.45,sector 7,5000.0,900.0,Carpet area: 900 (83.61 sq.m.),3,2,0,1.0,,Undefined,house,,,900.0,0,0,0,0,0,1,0,300.0
maa bhagwati residency,0.04,sector 7,500.0,800.0,Carpet area: 900 (83.61 sq.m.),2,2,1,4.0,West,Relatively New,,,,900.0,0,0,0,0,0,1,28,400.0
smart world gems,0.08,sector 89,771.0,1038.0,Carpet area: 1103 (102.47 sq.m.),2,2,2,2.0,North-East,Under Construction,,,,1103.0,1,0,0,0,0,1,45,519.0
tulip violet,1.0,sector 69,1091.0,9167.0,Built Up area: 1100 (102.19 sq.m.),2,3,0,0.0,,Undefined,,,1100.0,,0,0,0,0,0,1,54,4583.5
ss the leaf,1.0,sector 85,658.0,15202.0,Super Built up area 2812(261.24 sq.m.),4,5,3+,1.0,North-West,Relatively New,,2812.0,,,0,0,0,0,0,1,95,3800.5
international city by sobha phase 2,12.5,sector 109,26670.0,4687.0,Plot area 500(418.06 sq.m.),5,6,3,3.0,East,Relatively New,house,,4500.0,,1,1,1,1,0,1,63,937.4
independent,4.5,sector 14,20000.0,2250.0,Carpet area: 2500 (232.26 sq.m.),5,5,1,1.0,,Relatively New,house,,,2500.0,0,0,0,0,0,1,0,450.0
independent,9.0,sector 25,33333.0,2700.0,Plot area 300(250.84 sq.m.),5,5,3,3.0,North,Old Property,house,,2700.0,,1,1,1,1,0,1,56,540.0
conscient heritage max,1.0,sector 102,937.0,10671.0,Super Built up area 1942(180.42 sq.m.),3,4,3+,15.0,East,Moderately Old,,1942.0,,,0,1,0,0,0,1,125,3557.0
independent,3.15,sector 57,20349.0,1548.0,Plot area 172(143.81 sq.m.),5,4,3+,2.0,North-East,Moderately Old,house,,1548.0,,0,0,1,0,0,2,60,309.6
conscient elevate,3.0,sector 59,1699.0,17654.0,Built Up area: 2295 (213.21 sq.m.),3,1,0,0.0,,Undefined,,,2295.0,,0,0,0,0,0,1,0,5884.666666666667
vatika sovereign next,3.0,sector 82a,750.0,40000.0,Carpet area: 5140 (477.52 sq.m.),5,6,3+,6.0,,New Property,,,,5140.0,0,1,0,1,0,1,148,8000.0
mapsko mount ville,1.0,sector 79,805.0,12419.0,Super Built up area 1490(138.43 sq.m.)Carpet area: 1163.91 sq.ft. (108.13 sq.m.),3,3,3,9.0,South,Relatively New,,1490.0,,1163.91,1,0,0,0,0,2,104,4139.666666666667
aipl peaceful homes,2.0,sector 70a,1279.0,15636.0,Built Up area: 2150 (199.74 sq.m.),3,3,3+,14.0,North-East,Undefined,,,2150.0,,0,0,0,0,0,1,0,5212.0
alpha corp gurgaonone,0.08,sector 84,669.0,1195.0,Super Built up area 1270(117.99 sq.m.)Carpet area: 1050 sq.ft. (97.55 sq.m.),2,2,3,6.0,West,Relatively New,,1270.0,,1050.0,0,0,0,0,0,2,28,597.5
paras dews,0.08,sector 106,926.0,864.0,Super Built up area 1385(128.67 sq.m.)Built Up area: 1120 sq.ft. (104.05 sq.m.)Carpet area: 940 sq.ft. (87.33 sq.m.),2,2,3+,1.0,North-East,New Property,,1385.0,1120.0,940.0,0,0,0,0,0,1,174,432.0
shree vardhman flora,0.06,sector 90,482.0,1246.0,Super Built up area 1350(125.42 sq.m.),2,2,3,6.0,East,Relatively New,,1350.0,,,1,0,0,0,0,1,165,623.0
godrej,2.0,sector 79,847.0,23602.0,Super Built up area 2366(219.81 sq.m.)Built Up area: 1963 sq.ft. (182.37 sq.m.)Carpet area: 1629 sq.ft. (151.34 sq.m.),3,4,3+,9.0,East,Relatively New,,2366.0,1963.0,1629.0,0,1,0,0,0,1,108,7867.333333333333
international city by sobha phase 2,7.0,sector 109,11240.0,6228.0,Plot area 692(578.6 sq.m.),5,5,3+,2.0,South,Relatively New,house,,6228.0,,0,1,0,0,0,1,129,1245.6
greenopolis,0.06,sector 89,519.0,1155.0,Carpet area: 1251 (116.22 sq.m.),2,2,2,15.0,,Under Construction,,,,1251.0,0,0,0,0,0,1,37,577.5
chd avenue,0.08,sector 71,709.0,1129.0,Super Built up area 1200(111.48 sq.m.),2,2,2,6.0,,Moderately Old,,1200.0,,,0,0,0,0,0,1,0,564.5
smart world gems,1.0,sector 89,843.0,11858.0,Built Up area: 1423 (132.2 sq.m.)Carpet area: 920 sq.ft. (85.47 sq.m.),3,3,2,2.0,East,Undefined,,,1423.0,920.0,0,0,0,0,0,1,45,3952.6666666666665
godrej nature plus,1.0,sector 33,968.0,10334.0,Super Built up area 1550(144 sq.m.),3,3,3,6.0,East,Under Construction,,1550.0,,,1,0,0,0,0,1,72,3444.6666666666665
anshul,0.85,sector 6,7727.0,1100.0,Carpet area: 1100 (102.19 sq.m.),2,2,0,4.0,North-East,Undefined,house,,,1100.0,0,0,0,0,0,1,0,550.0
independent,2.43,sector 7,14890.0,1632.0,Plot area 181.33(151.61 sq.m.)Built Up area: 345 sq.yards (288.46 sq.m.),4,4,2,3.0,South-West,Old Property,house,,345.0,,1,0,1,1,0,1,38,408.0
trisara our homes 3,0.04,sohna road,448.0,893.0,Built Up area: 900 (83.61 sq.m.)Carpet area: 602 sq.ft. (55.93 sq.m.),2,2,2,1.0,,Undefined,,,900.0,602.0,0,0,0,0,0,1,0,446.5
sare crescent parc royal greens phase 1,1.0,sector 92,583.0,17147.0,Super Built up area 2143(199.09 sq.m.),4,4,3,20.0,East,Relatively New,,2143.0,,,0,1,0,0,0,1,60,4286.75
ashiana mulberry,1.0,sohna road,618.0,16171.0,Super Built up area 1730(160.72 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1300 sq.ft. (120.77 sq.m.),3,3,3+,7.0,North-East,Relatively New,,1730.0,1600.0,1300.0,0,0,0,0,0,1,167,5390.333333333333
godrej,1.0,sector 79,853.0,11721.0,Super Built up area 2262(210.15 sq.m.),3,4,3+,5.0,East,Relatively New,,2262.0,,,0,1,0,0,0,1,158,3907.0
smart world orchard,1.0,sector 61,2270.0,4405.0,Super Built up area 1398(129.88 sq.m.)Built Up area: 1137 sq.ft. (105.63 sq.m.)Carpet area: 837 sq.ft. (77.76 sq.m.),3,3,3,1.0,,New Property,,1398.0,1137.0,837.0,0,0,0,0,0,1,30,1468.3333333333333
la vida by tata housing,2.0,sector 113,1286.0,15558.0,Super Built up area 2217(205.97 sq.m.),3,3,3+,10.0,East,New Property,,2217.0,,,0,1,0,0,0,1,72,5186.0
independent,1.3,sector 105,11556.0,1125.0,Built Up area: 1125 (104.52 sq.m.),3,3,1,1.0,East,Undefined,house,,1125.0,,0,0,0,0,0,1,0,375.0
shree vardhman victoria,1.0,sector 70,846.0,11819.0,Super Built up area 1950(181.16 sq.m.)Carpet area: 1267 sq.ft. (117.71 sq.m.),3,4,3,1.0,North,Relatively New,,1950.0,,1267.0,0,1,0,0,0,0,167,3939.6666666666665
avl 36 gurgaon,0.07,sector 36a,750.0,933.0,Super Built up area 1000(92.9 sq.m.)Carpet area: 727 sq.ft. (67.54 sq.m.),2,2,2,5.0,North-East,Relatively New,,1000.0,,727.0,0,0,0,0,0,1,26,466.5
godrej,1.0,sector 79,853.0,11721.0,Super Built up area 1383(128.48 sq.m.),2,2,3,7.0,North-West,Relatively New,,1383.0,,,0,0,0,0,0,1,158,5860.5
shree vardhman flora,0.08,sector 90,440.0,1817.0,Super Built up area 1930(179.3 sq.m.)Carpet area: 1450 sq.ft. (134.71 sq.m.),3,4,3,3.0,South-East,Relatively New,,1930.0,,1450.0,0,1,1,0,0,1,110,605.6666666666666
signature signum 95a,0.04,sector 95,778.0,514.0,Carpet area: 514 (47.75 sq.m.),2,2,2,3.0,East,New Property,,,,514.0,0,0,0,0,0,2,44,257.0
bestech park view residency,1.0,sector 2,807.0,12389.0,Super Built up area 1920(178.37 sq.m.),3,4,3+,4.0,East,Old Property,,1920.0,,,0,1,0,0,0,1,84,4129.666666666667
dlf city plots,18.0,sector 26,39841.0,4518.0,Plot area 502(419.74 sq.m.),6,6,2,3.0,North,Old Property,house,,4518.0,,0,1,0,1,1,2,49,753.0
independent,1.6,sector 8,3186.0,5022.0,Plot area 62(51.84 sq.m.),4,6,1,3.0,,Relatively New,house,,558.0,,0,0,0,0,0,1,0,1255.5
capital residences 360,1.0,sector 70a,855.0,11693.0,Super Built up area 1976(183.58 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1650 sq.ft. (153.29 sq.m.),3,3,3+,8.0,North-East,New Property,,1976.0,1900.0,1650.0,0,1,0,0,0,1,165,3897.6666666666665
mvn athens,0.02,sohna road,519.0,385.0,Carpet area: 481.73 (44.75 sq.m.),2,2,1,0.0,North,Relatively New,,,,481.73,0,0,0,1,0,1,90,192.5
unitech espace,10.3,sector 50,31790.0,3240.0,Plot area 360(301.01 sq.m.),5,6,3+,3.0,East,Moderately Old,house,,3240.0,,1,1,1,1,0,2,160,648.0
m3m latitude,4.0,sector 65,1975.0,20256.0,Super Built up area 2380(221.11 sq.m.)Carpet area: 1231 sq.ft. (114.36 sq.m.),3,3,3+,9.0,North-East,Relatively New,,2380.0,,1231.0,0,1,0,1,0,2,44,6752.0
sagar apartment,1.0,sector 56,725.0,13793.0,Super Built up area 2000(185.81 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),3,3,3+,7.0,South,Old Property,,2000.0,1900.0,1800.0,1,1,0,1,1,1,166,4597.666666666667
shree vardhman victoria,1.0,sector 70,1395.0,7167.0,Super Built up area 1950(181.16 sq.m.)Carpet area: 1161 sq.ft. (107.86 sq.m.),3,3,3,9.0,North,Relatively New,,1950.0,,1161.0,0,1,0,0,0,1,96,2389.0
,0.06,sector 78,369.0,1625.0,Built Up area: 1625 (150.97 sq.m.),2,2,0,,,Under Construction,,,1625.0,,0,0,0,0,0,1,0,812.5
m3m skycity,2.0,sector 65,1527.0,13100.0,Super Built up area 1310(121.7 sq.m.),2,2,2,16.0,East,New Property,,1310.0,,,0,0,0,0,0,2,174,6550.0
dlf new town heights,1.0,sector 90,622.0,16085.0,Super Built up area 1930(179.3 sq.m.),3,3,3+,15.0,North,Relatively New,,1930.0,,,0,0,0,0,0,1,37,5361.666666666667
m3m urbana,1.0,sector 67,1211.0,8260.0,Built Up area: 826 (76.74 sq.m.),1,1,1,17.0,South,Relatively New,,,826.0,,0,0,0,0,0,1,49,8260.0
orris aster court,0.09,sector 85,567.0,1587.0,Super Built up area 1587(147.44 sq.m.),3,3,3,8.0,North-East,Relatively New,,1587.0,,,0,0,0,0,0,1,49,529.0
aipl the peaceful homes,2.0,sector 70a,1186.0,16863.0,Super Built up area 2150(199.74 sq.m.)Built Up area: 2000 sq.ft. (185.81 sq.m.),3,3,3,20.0,North-East,New Property,,2150.0,2000.0,,0,1,0,1,1,2,150,5621.0
emaar mgf emerald floors premier,2.0,sector 65,1697.0,11786.0,Super Built up area 1650(153.29 sq.m.),3,3,2,3.0,East,Relatively New,,1650.0,,,0,1,0,0,0,1,105,3928.6666666666665
dlf park place,4.0,sector 54,2592.0,15432.0,Super Built up area 1875(174.19 sq.m.),3,4,3+,7.0,West,Relatively New,,1875.0,,,0,1,0,0,0,2,49,5144.0
dlf city plots phase 2,10.55,sector 25,39074.0,2700.0,Plot area 300(250.84 sq.m.),5,6,3+,3.0,East,Moderately Old,house,,2700.0,,1,1,1,1,0,1,131,540.0
hcbs sports ville,0.03,sohna road,551.0,544.0,Carpet area: 580 (53.88 sq.m.),2,2,1,7.0,,New Property,,,,580.0,0,0,0,0,0,1,37,272.0
dlf the skycourt,1.0,sector 86,803.0,12452.0,Super Built up area 1930(179.3 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1350 sq.ft. (125.42 sq.m.),3,3,1,12.0,North-East,Relatively New,,1930.0,1900.0,1350.0,0,0,0,1,0,2,153,4150.666666666667
apna enclave,0.05,sector 3,611.0,819.0,Super Built up area 950(88.26 sq.m.)Built Up area: 900 sq.ft. (83.61 sq.m.)Carpet area: 744 sq.ft. (69.12 sq.m.),2,2,2,2.0,North-East,Old Property,,950.0,900.0,744.0,0,0,0,0,0,1,66,409.5
gls arawali homes,0.03,sohna road,469.0,640.0,Carpet area: 640 (59.46 sq.m.),2,2,2,4.0,,Relatively New,,,,640.0,0,0,0,0,0,1,42,320.0
independent,1.35,sector 105,3857.0,3500.0,Built Up area: 3500 (325.16 sq.m.)Carpet area: 2500 sq.ft. (232.26 sq.m.),5,3,3,3.0,East,Undefined,house,,3500.0,2500.0,0,0,0,0,0,1,0,700.0
silverglades hightown residences,4.0,sector 43,1977.0,20236.0,Super Built up area 2150(199.74 sq.m.),3,4,2,7.0,East,Under Construction,,2150.0,,,0,0,0,0,0,1,42,6745.333333333333
pareena laxmi apartments,0.03,sector 99a,552.0,543.0,Super Built up area 575(53.42 sq.m.)Carpet area: 570.17 sq.ft. (52.97 sq.m.),2,2,1,2.0,,New Property,,575.0,,570.17,0,0,0,0,0,1,43,271.5
independent,1.15,sector 7,8519.0,1350.0,Plot area 150(125.42 sq.m.),5,3,2,2.0,North-East,Old Property,house,,1350.0,,0,0,0,1,0,1,15,270.0
puri diplomatic greens,9.0,sector 111,11250.0,8000.0,Built Up area: 8000 (743.22 sq.m.),5,5,3+,3.0,North-East,Relatively New,house,,8000.0,,0,1,0,0,0,1,112,1600.0
paras dews,1.0,sector 106,730.0,13704.0,Super Built up area 2355(218.79 sq.m.)Built Up area: 2100 sq.ft. (195.1 sq.m.)Carpet area: 1850 sq.ft. (171.87 sq.m.),4,4,3+,18.0,North-East,Relatively New,,2355.0,2100.0,1850.0,0,1,0,1,0,2,174,3426.0
signature global city 92,0.75,sector 92,7821.0,959.0,Built Up area: 959 (89.09 sq.m.),2,2,3,1.0,,Undefined,house,,959.0,,0,0,0,0,0,1,46,479.5
pareena mi casa,1.0,sector 68,850.0,11765.0,Super Built up area 1999(185.71 sq.m.),4,4,3+,23.0,,New Property,,1999.0,,,0,0,0,0,0,1,88,2941.25
takshila heights sector 37 c,0.06,sector 37,558.0,1075.0,Super Built up area 1200(111.48 sq.m.),2,2,2,3.0,,Relatively New,,1200.0,,,0,0,0,0,0,1,23,537.5
ats marigold,1.0,sector 89,971.0,10294.0,Carpet area: 1750 (162.58 sq.m.),3,3,3+,8.0,North,Under Construction,,,,1750.0,1,0,0,0,0,1,65,3431.3333333333335
nul,6.25,sector 25,34722.0,1800.0,Plot area 200(167.23 sq.m.),5,5,3,2.0,East,Moderately Old,house,,1800.0,,0,1,0,1,0,2,112,360.0
guru gram haryana cghs,1.0,sector 56,722.0,13841.0,Built Up area: 1910 (177.44 sq.m.),3,3,3,5.0,North,Moderately Old,,,1910.0,,1,0,0,0,0,2,134,4613.666666666667
independent,8.0,sector 38,25616.0,3123.0,Built Up area: 347 (32.24 sq.m.)Carpet area: 215 sq.ft. (19.97 sq.m.),10,10,3+,1.0,North,Undefined,house,,347.0,215.0,0,0,0,0,0,1,0,312.3
independent,0.38,sector 105,8444.0,450.0,Carpet area: 50 (4.65 sq.m.),2,2,2,1.0,,Undefined,house,,,50.0,0,0,0,0,0,1,0,225.0
corona optus,1.0,sector 37c,718.0,13918.0,Super Built up area 1990(184.88 sq.m.)Carpet area: 1700 sq.ft. (157.94 sq.m.),3,3,3+,2.0,North-West,Relatively New,,1990.0,,1700.0,1,1,0,0,1,1,49,4639.333333333333
capital residences 360,1.0,sector 70a,759.0,13182.0,Super Built up area 1450(134.71 sq.m.),2,2,3+,8.0,,New Property,,1450.0,,,0,0,0,0,0,1,60,6591.0
independent,11.75,sector 28,41315.0,2844.0,Plot area 316(264.22 sq.m.),4,5,3+,4.0,East,Relatively New,house,,2844.0,,1,1,1,0,0,2,54,711.0
eldeco accolade,1.0,sohna road,755.0,13247.0,Super Built up area 1457(135.36 sq.m.),3,2,3,13.0,,Relatively New,,1457.0,,,0,0,0,0,0,1,56,4415.666666666667
m3m sierra 68,1.0,sector 68,1024.0,9761.0,Super Built up area 1220(113.34 sq.m.)Carpet area: 694 sq.ft. (64.47 sq.m.),2,2,3,4.0,,New Property,,1220.0,,694.0,0,0,0,0,0,1,44,4880.5
tulip violet,1.0,sector 69,845.0,11841.0,Super Built up area 1538(142.88 sq.m.),3,3,1,12.0,West,Relatively New,,1538.0,,,0,0,0,1,0,2,94,3947.0
satya the hermitage,4.35,sector 103,13501.0,3222.0,Plot area 358(299.33 sq.m.),4,4,3+,2.0,North,Relatively New,house,,3222.0,,1,1,1,1,0,2,138,805.5
gls arawali homes,0.03,sohna road,607.0,494.0,Super Built up area 576(53.51 sq.m.)Carpet area: 480.53 sq.ft. (44.64 sq.m.),2,2,2,11.0,,Relatively New,,576.0,,480.53,0,0,0,0,0,1,64,247.0
smart world orchard,2.0,sector 61,1375.0,14545.0,Super Built up area 1549(143.91 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),3,2,3,3.0,South,Under Construction,,1549.0,,1500.0,0,0,0,0,0,1,146,4848.333333333333
independent,0.7,sector 3 phase 3 extension,7007.0,999.0,Plot area 111(92.81 sq.m.),2,3,1,1.0,North,Relatively New,house,,999.0,,0,0,1,1,0,1,29,499.5
m3m heights,1.0,sector 65,1500.0,6667.0,Super Built up area 1261(117.15 sq.m.),2,2,3,4.0,,Under Construction,,1261.0,,,0,0,0,0,0,1,54,3333.5
pivotal devaan,0.03,sector 84,600.0,500.0,Super Built up area 583(54.16 sq.m.),2,2,1,4.0,East,Relatively New,,583.0,,,0,0,0,0,0,1,37,250.0
independent,6.21,sector 57,23000.0,2700.0,Plot area 300(250.84 sq.m.),6,6,3+,4.0,North-East,Old Property,house,,2700.0,,1,1,1,1,0,1,52,450.0
aardhya homesh,1.0,sector 67a,804.0,12433.0,Carpet area: 2300 (213.68 sq.m.),4,4,0,4.0,East,Undefined,,,,2300.0,0,0,0,0,0,1,0,3108.25
tulip violet,1.0,sector 69,897.0,11146.0,Super Built up area 1538(142.88 sq.m.),3,3,1,12.0,East,Relatively New,,1538.0,,,0,0,0,0,0,1,157,3715.3333333333335
signature global park,0.09,sohna road,629.0,1431.0,Carpet area: 1439 (133.69 sq.m.),3,3,3,1.0,West,Relatively New,,,,1439.0,0,0,0,1,0,1,165,477.0
sare crescent parc,0.06,sector 92,460.0,1305.0,Carpet area: 1414 (131.36 sq.m.),3,3,3,3.0,,Moderately Old,,,,1414.0,0,0,0,0,0,1,44,435.0
ambience creacions,4.0,sector 22,1547.0,25858.0,Super Built up area 3090(287.07 sq.m.)Built Up area: 2500 sq.ft. (232.26 sq.m.)Carpet area: 2250 sq.ft. (209.03 sq.m.),3,4,3,7.0,West,Relatively New,,3090.0,2500.0,2250.0,0,1,0,0,1,0,111,8619.333333333334
raheja vedaanta,0.07,sector 108,467.0,1500.0,Built Up area: 1468 (136.38 sq.m.)Carpet area: 1150 sq.ft. (106.84 sq.m.),2,2,1,10.0,West,Moderately Old,,,1468.0,1150.0,0,0,0,0,0,1,0,750.0
ansal api esencia,1.0,sector 67,644.0,15540.0,Super Built up area 1554(144.37 sq.m.),3,3,3+,2.0,,Moderately Old,,1554.0,,,0,0,0,0,0,1,9,5180.0
signature global solera,0.05,sector 107,476.0,1050.0,Super Built up area 1050(97.55 sq.m.)Built Up area: 850 sq.ft. (78.97 sq.m.)Carpet area: 645 sq.ft. (59.92 sq.m.),3,2,2,5.0,South,Relatively New,,1050.0,850.0,645.0,0,0,0,0,1,1,35,350.0
tulip violet,1.0,sector 69,887.0,11271.0,Built Up area: 1578 (146.6 sq.m.),3,3,2,1.0,,Relatively New,,,1578.0,,0,0,0,0,0,2,69,3757.0
naman residency,0.5,sector 4,11111.0,450.0,Plot area 450(41.81 sq.m.),2,2,2,2.0,West,New Property,house,,450.0,,1,1,0,1,1,1,14,225.0
ansals palam vihar,9.0,sector 2,19231.0,4680.0,Plot area 520(434.79 sq.m.),5,5,2,2.0,North,Old Property,house,,4680.0,,1,1,1,1,0,0,110,936.0
sobha city,2.0,sector 108,1520.0,13162.0,Super Built up area 1711(158.96 sq.m.),3,3,2,11.0,South,New Property,,1711.0,,,0,0,0,0,0,1,49,4387.333333333333
godrej summit,1.0,sector 104,867.0,11535.0,Super Built up area 1269(117.89 sq.m.),2,2,3,16.0,East,Under Construction,,1269.0,,,0,0,0,0,1,1,88,5767.5
shree vardhman flora,1.0,sector 90,495.0,20198.0,Super Built up area 2575(239.23 sq.m.)Carpet area: 1950 sq.ft. (181.16 sq.m.),4,5,2,9.0,North-East,New Property,,2575.0,,1950.0,1,1,0,0,0,1,83,5049.5
signature global solera,0.05,sector 107,775.0,645.0,Carpet area: 645 (59.92 sq.m.),3,2,2,6.0,South-East,Relatively New,,,,645.0,0,0,0,0,1,1,15,215.0
corona optus,1.0,sector 37c,724.0,13820.0,Super Built up area 1990(184.88 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),3,3,3+,2.0,North-West,Relatively New,,1990.0,,1600.0,1,1,0,0,1,1,49,4606.666666666667
