society,price,sector,price_per_sqft,area,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,property_type,super_built_up_area,built_up_area,carpet_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
godrej air,1.0,sector 85,10603.0,9431.0,Built Up area: 97 Carpet area: 92 sq.m.,2,2,1,15.0,East,Under Construction,,,97.0,92.0,0,0,0,0,0,1,45
supertech araville,1.0,sector 79,5641.0,17727.0,Carpet area: 1950 (181.16 sq.m.),3,3,3,1.0,,Relatively New,,,,1950.0,0,0,0,0,0,2,106
ss the leaf,1.0,sector 85,10727.0,9322.0,Super Built up area 1741(161.74 sq.m.)Built Up area: 1700 sq.ft. (157.94 sq.m.)Carpet area: 1100 sq.ft. (102.19 sq.m.),2,2,3,9.0,North-East,Relatively New,,1741.0,1700.0,1100.0,1,0,0,0,0,2,150
sobha city,3.0,sector 108,16858.0,17796.0,Super Built up area 2343(217.67 sq.m.)Carpet area: 1512 sq.ft. (140.47 sq.m.),3,4,2,15.0,West,Relatively New,,2343.0,,1512.0,0,1,0,0,0,1,49
emaar gurgaon greens,1.0,sector 102,7878.0,12694.0,Super Built up area 1650(153.29 sq.m.)Carpet area: 1155 sq.ft. (107.3 sq.m.),3,3,3,7.0,North-East,Relatively New,,1650.0,,1155.0,0,1,0,0,0,1,93
rose apartment,3.0,sector 28,10482.0,28620.0,Super Built up area 2862(265.89 sq.m.),3,5,3+,8.0,,Old Property,,2862.0,,,0,0,0,0,0,1,0
ramsons kshitij,0.03,sector 95,4500.0,667.0,Super Built up area 700(65.03 sq.m.)Carpet area: 443.32 sq.ft. (41.19 sq.m.),2,2,1,8.0,,Relatively New,,700.0,,443.32,0,0,0,0,1,0,28
emaar mgf the palm drive,1.0,sector 66,15130.0,6609.0,Super Built up area 1200(111.48 sq.m.)Built Up area: 1188 sq.ft. (110.37 sq.m.)Carpet area: 998 sq.ft. (92.72 sq.m.),2,2,2,5.0,North,Relatively New,,1200.0,1188.0,998.0,0,0,0,1,0,2,82
independent,3.5,sector 31,24155.0,1449.0,Plot area 161(134.62 sq.m.),4,4,3,2.0,North-East,Old Property,house,,1449.0,,0,0,1,0,0,2,70
bptp astaire gardens,1.18,sector 70a,8137.0,1450.0,Carpet area: 1450 (134.71 sq.m.),3,3,3+,2.0,North-East,Relatively New,house,,,1450.0,0,0,0,0,1,2,153
parsvnath exotica,5.0,sector 53,17271.0,28950.0,Super Built up area 2895(268.95 sq.m.)Built Up area: 2500 sq.ft. (232.26 sq.m.)Carpet area: 2200 sq.ft. (204.39 sq.m.),3,4,3+,8.0,North-East,Relatively New,,2895.0,2500.0,2200.0,0,1,0,1,1,2,49
paras dews,0.09,sector 106,8818.0,1021.0,Super Built up area 1385(128.67 sq.m.)Built Up area: 1200 sq.ft. (111.48 sq.m.)Carpet area: 1100 sq.ft. (102.19 sq.m.),2,2,3,6.0,North-East,New Property,,1385.0,1200.0,1100.0,0,0,0,1,0,2,174
vatika independent floors,1.0,sector 82,8056.0,12413.0,Built Up area: 1800 (167.23 sq.m.),4,3,0,1.0,,Undefined,,,1800.0,,0,0,0,0,0,1,50
dlf new town heights,2.0,sector 91,6967.0,28707.0,Super Built up area 2727(253.35 sq.m.),4,4,3+,16.0,East,Moderately Old,,2727.0,,,1,1,0,1,0,1,65
unitech uniworld resorts,9.55,sector 33,19293.0,4950.0,Plot area 550(459.87 sq.m.),6,7,3+,2.0,East,Relatively New,house,,4950.0,,1,1,1,1,0,2,126
central park resorts,3.0,sector 48,15240.0,19685.0,Super Built up area 1870(173.73 sq.m.)Built Up area: 1869 sq.ft. (173.64 sq.m.),3,3,3+,9.0,North-West,Relatively New,,1870.0,1869.0,,0,0,0,0,1,2,157
smart world gems,1.0,sector 89,8433.0,11858.0,Built Up area: 1423 (132.2 sq.m.)Carpet area: 920 sq.ft. (85.47 sq.m.),3,3,2,2.0,East,Undefined,,,1423.0,920.0,0,0,0,0,0,1,45
ats triumph,1.0,sector 104,8078.0,12379.0,Super Built up area 2290(212.75 sq.m.),3,3,3+,24.0,East,Relatively New,,2290.0,,,0,1,0,0,0,1,174
independent,2.15,sector 43,13030.0,1650.0,Built Up area: 1650 (153.29 sq.m.),1,1,0,1.0,,Undefined,house,,1650.0,,0,0,0,0,0,1,0
independent,6.25,sector 57,2778.0,22498.0,Plot area 3100(2591.99 sq.m.)Built Up area: 2660 sq.yards (2224.1 sq.m.)Carpet area: 2500 sq.yards (2090.32 sq.m.),9,9,3+,3.0,North-East,New Property,house,,2660.0,2500.0,0,1,0,0,0,2,61
ireo skyon,2.0,sector 60,13936.0,14351.0,Super Built up area 2045(189.99 sq.m.)Built Up area: 1640 sq.ft. (152.36 sq.m.)Carpet area: 1490 sq.ft. (138.43 sq.m.),3,4,3+,5.0,South,Relatively New,,2045.0,1640.0,1490.0,0,1,0,0,0,2,174
independent,0.6,sector 104,5128.0,1170.0,Plot area 130(108.7 sq.m.),7,3,1,2.0,North,Moderately Old,house,,1170.0,,0,0,0,0,0,1,0
shapoorji pallonji joyville gurugram,1.0,sector 102,10534.0,9493.0,Super Built up area 1215(112.88 sq.m.),2,2,3,10.0,East,Relatively New,,1215.0,,,0,0,0,0,0,1,49
emaar mgf the palm drive,3.0,sector 66,15681.0,19131.0,Super Built up area 2200(204.39 sq.m.)Built Up area: 2000 sq.ft. (185.81 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),3,4,3,6.0,East,Relatively New,,2200.0,2000.0,1800.0,0,1,0,0,0,2,95
ramson kshitij sec-95 gurugram,0.02,sector 95,2700.0,741.0,Super Built up area 1000(92.9 sq.m.)Carpet area: 550 sq.ft. (51.1 sq.m.),2,2,0,1.0,West,Undefined,,1000.0,,550.0,0,0,0,0,0,1,0
elevate,6.0,sector 50,19882.0,30178.0,Built Up area: 3395 (315.41 sq.m.),4,4,0,10.0,,Undefined,,,3395.0,,0,0,0,0,0,1,0
ramsons kshitij,0.03,sector 95,5495.0,546.0,Built Up area: 637 (59.18 sq.m.),2,2,0,5.0,,Undefined,,,637.0,,0,0,0,0,0,1,0
ats triumph,1.0,sector 104,7641.0,13087.0,Super Built up area 2290(212.75 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),3,4,3+,12.0,North-West,Relatively New,,2290.0,,1800.0,1,1,0,1,1,2,21
krrish florence estate,1.0,sector 70,7764.0,12880.0,Super Built up area 2125(197.42 sq.m.),3,4,3+,27.0,North-East,New Property,,2125.0,,,1,1,0,0,0,1,81
pioneer park,1.0,sector 61,11594.0,8625.0,Carpet area: 1380 (128.21 sq.m.),2,2,2,21.0,,Relatively New,,,,1380.0,0,1,0,0,0,1,105
smart world orchard,1.0,sector 61,13913.0,7188.0,Carpet area: 1150 (106.84 sq.m.),2,2,2,3.0,East,New Property,,,,1150.0,1,0,0,0,0,1,122
aipl the peaceful homes,1.0,sector 70a,9584.0,10434.0,Super Built up area 1565(145.39 sq.m.),2,2,2,22.0,North,Moderately Old,,1565.0,,,0,0,0,0,0,1,86
shapoorji pallonji joyville gurugram,1.0,sector 102,10380.0,9634.0,Built Up area: 1368 (127.09 sq.m.),2,2,3,14.0,,Undefined,,,1368.0,,0,0,0,0,0,1,0
smart world orchard,2.0,sector 61,12911.0,15491.0,Carpet area: 1549 (143.91 sq.m.),3,3,2,3.0,,New Property,,,,1549.0,0,0,0,0,1,1,61
signature global solera,0.02,sector 107,5828.0,343.0,Carpet area: 489 (45.43 sq.m.),2,2,2,11.0,South,Relatively New,,,,489.0,0,0,0,0,0,1,45
shapoorji pallonji joyville gurugram,0.09,sector 102,10383.0,867.0,Built Up area: 915 (85.01 sq.m.)Carpet area: 858 sq.ft. (79.71 sq.m.),2,2,2,14.0,North-West,Undefined,,,915.0,858.0,0,0,0,0,0,1,0
bestech park view aindependentda,4.35,sector 81,7937.0,5481.0,Plot area 5480(509.11 sq.m.),4,4,3,2.0,North,Relatively New,house,,5480.0,,0,1,1,0,0,1,51
emaar mgf emerald floors premier,2.0,sector 65,16969.0,11786.0,Carpet area: 1650 (153.29 sq.m.),3,3,3+,3.0,,Relatively New,,,,1650.0,1,1,0,0,0,2,38
independent,8.5,sector 17b,18814.0,4518.0,Plot area 502(419.74 sq.m.)Built Up area: 500 sq.yards (418.06 sq.m.)Carpet area: 400 sq.yards (334.45 sq.m.),4,4,2,2.0,West,Old Property,house,,500.0,400.0,1,1,0,1,0,2,21
indiabulls centrum park,1.0,sector 103,7787.0,12842.0,Super Built up area 1695(157.47 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),3,3,3+,6.0,North-East,Relatively New,,1695.0,1300.0,1200.0,1,0,0,0,0,1,49
professors enclave cghs,1.0,sector 56,8324.0,12013.0,Super Built up area 2000(185.81 sq.m.)Built Up area: 1920 sq.ft. (178.37 sq.m.)Carpet area: 1850 sq.ft. (171.87 sq.m.),3,3,2,6.0,South,Old Property,,2000.0,1920.0,1850.0,0,1,0,1,0,2,104
dlf regal gardens,1.0,sector 90,7103.0,14079.0,Super Built up area 1818(168.9 sq.m.)Built Up area: 1817 sq.ft. (168.8 sq.m.)Carpet area: 1816 sq.ft. (168.71 sq.m.),3,3,3+,12.0,South-East,Relatively New,,1818.0,1817.0,1816.0,0,1,0,0,0,1,152
ats tourmaline,1.0,sector 109,8000.0,12500.0,Super Built up area 1750(162.58 sq.m.)Built Up area: 1466 sq.ft. (136.2 sq.m.)Carpet area: 1350 sq.ft. (125.42 sq.m.),3,3,3+,8.0,North-East,Relatively New,,1750.0,1466.0,1350.0,0,0,1,0,0,1,119
m3m capital,2.0,sector 113,12619.0,15849.0,Carpet area: 2298 (213.49 sq.m.),4,4,3+,11.0,North,Under Construction,,,,2298.0,1,1,0,0,0,1,49
ansals palam vihar,2.75,sector 2,17662.0,1557.0,Plot area 173(144.65 sq.m.),3,3,3,2.0,,Moderately Old,house,,1557.0,,1,0,0,1,0,2,15
apex builders,0.04,sector 37c,5600.0,714.0,Carpet area: 750 (69.68 sq.m.),2,2,2,4.0,North,Relatively New,,,,750.0,0,0,0,0,0,1,42
parsvnath exotica,4.0,sector 53,14680.0,27248.0,Built Up area: 2895 (268.95 sq.m.),3,4,3+,12.0,North-West,New Property,,,2895.0,,0,0,0,0,0,1,69
shapoorji pallonji joyville gurugram,0.09,sector 102,16454.0,547.0,Super Built up area 915(85.01 sq.m.)Carpet area: 589.49 sq.ft. (54.77 sq.m.),2,2,2,10.0,North-East,Relatively New,,915.0,,589.49,0,0,0,0,0,1,151
aipl zen residences,1.0,sector 70a,9904.0,10097.0,Carpet area: 1262 (117.24 sq.m.),2,2,2,19.0,,New Property,,,,1262.0,0,0,0,0,0,1,42
independent,8.0,sector 7,22222.0,3600.0,Plot area 400(334.45 sq.m.),4,5,3+,1.0,North-East,Old Property,house,,3600.0,,1,1,0,1,0,1,31
tulip violet,3.0,sector 69,9664.0,31043.0,Super Built up area 3156(293.2 sq.m.),4,5,3+,14.0,South-West,Relatively New,,3156.0,,,0,1,0,0,1,1,49
independent,8.0,sector 25,8000.0,10000.0,Carpet area: 10000 (929.03 sq.m.),3,9,2,3.0,,New Property,house,,,10000.0,0,0,0,0,0,1,0
independent house sector 45,9.0,sector 40,38022.0,2367.0,Plot area 2367(219.9 sq.m.)Built Up area: 9000 sq.ft. (836.13 sq.m.)Carpet area: 6000 sq.ft. (557.42 sq.m.),12,12,3,4.0,North-West,New Property,house,,9000.0,6000.0,0,1,0,0,0,2,71
independent,0.75,sector 28,20833.0,360.0,Plot area 40(33.45 sq.m.),7,4,3+,4.0,,Moderately Old,house,,360.0,,0,0,0,0,0,1,7
signature global orchard avenue,0.03,sector 93,6715.0,447.0,Carpet area: 543.53 (50.5 sq.m.),2,2,2,6.0,North,Relatively New,,,,543.53,0,0,0,0,0,1,16
sahara grace,4.0,sector 28,12420.0,32206.0,Super Built up area 3462.01(321.63 sq.m.),3,4,3,5.0,,Old Property,,3462.01,,,0,1,1,0,0,1,24
puri emerald bay,2.0,sector 104,10000.0,20000.0,Super Built up area 2450(227.61 sq.m.)Carpet area: 1840 sq.ft. (170.94 sq.m.),3,4,3+,14.0,South,Relatively New,,2450.0,,1840.0,0,1,0,0,0,2,56
alpha corp gurgaonone,1.0,sector 84,7496.0,13340.0,Super Built up area 1534(142.51 sq.m.)Carpet area: 1260 sq.ft. (117.06 sq.m.),2,2,3,14.0,South-East,Relatively New,,1534.0,,1260.0,1,0,0,0,0,1,28
unitech escape,10.8,sector 50,60000.0,1800.0,Plot area 290(242.48 sq.m.)Built Up area: 250 sq.yards (209.03 sq.m.)Carpet area: 200 sq.yards (167.23 sq.m.),4,4,3,2.0,North,Relatively New,house,,250.0,200.0,1,1,1,1,0,2,103
independent,1.0,sector 2,8230.0,1215.0,Plot area 135(112.88 sq.m.),9,7,3+,3.0,North,Moderately Old,house,,1215.0,,0,0,0,1,0,1,0
emaar palm gardens,1.0,sector 83,12000.0,8333.0,Carpet area: 1500 (139.35 sq.m.),3,4,3+,6.0,South-West,Relatively New,,,,1500.0,0,1,0,0,0,2,96
grover homes sec 4,4.75,sector 4,9374.0,5067.0,Plot area 563(470.74 sq.m.),5,5,1,1.0,South-East,Old Property,house,,5067.0,,1,1,0,1,0,2,35
central park flower valley,1.0,sector 33,10384.0,9630.0,Carpet area: 1300 (120.77 sq.m.),3,2,2,3.0,West,New Property,,,,1300.0,0,0,0,0,0,1,87
sare crescent parc royal greens phase 1,0.85,sector 92,4877.0,1743.0,Built Up area: 1743 (161.93 sq.m.),4,4,3,4.0,,Undefined,house,,1743.0,,0,0,0,0,0,1,0
tulip violet,1.0,sector 69,9459.0,10572.0,Carpet area: 1850 (171.87 sq.m.),3,4,2,0.0,East,Relatively New,,,,1850.0,0,0,0,0,0,2,174
ss the leaf,1.0,sector 85,6343.0,15765.0,Super Built up area 1671(155.24 sq.m.),2,2,2,12.0,South,Relatively New,,1671.0,,,0,0,0,0,0,1,44
uppal southend,3.75,sector 49,25562.0,1467.0,Plot area 163(136.29 sq.m.),6,6,3,3.0,East,Moderately Old,house,,1467.0,,0,0,0,0,1,1,49
vatika gurgaon,1.0,sector 83,6628.0,15088.0,Super Built up area 1735(161.19 sq.m.),3,3,2,7.0,,Relatively New,,1735.0,,,0,0,0,0,0,2,74
green court,0.04,sector 90,7188.0,556.0,Carpet area: 626 (58.16 sq.m.),2,2,1,2.0,,New Property,,,,626.0,0,0,0,0,0,2,42
ireo victory valley,3.0,sector 67,14583.0,20572.0,Super Built up area 2698(250.65 sq.m.)Built Up area: 2490 sq.ft. (231.33 sq.m.)Carpet area: 2400 sq.ft. (222.97 sq.m.),3,4,3,24.0,North-East,Relatively New,,2698.0,2490.0,2400.0,0,1,0,1,0,2,149
orchid petals,2.0,sector 49,10969.0,18233.0,Super Built up area 2033(188.87 sq.m.),3,3,3,14.0,North,Relatively New,,2033.0,,,0,0,0,0,1,1,40
m3m golfestate,5.0,sector 65,18126.0,27585.0,Super Built up area 2979(276.76 sq.m.),3,4,3,19.0,North-East,Moderately Old,,2979.0,,,1,1,0,0,0,2,174
dlf belvedere towers,3.0,sector 25,13765.0,21794.0,Carpet area: 2470 (229.47 sq.m.),4,4,3,1.0,South-East,Old Property,,,,2470.0,0,1,0,0,0,1,26
independent,0.85,sector 3 phase 3 extension,8500.0,1000.0,Built Up area: 1000 (92.9 sq.m.),1,1,0,1.0,,Undefined,house,,1000.0,,0,0,0,0,0,1,0
ramsons kshitij,0.04,sector 95,5839.0,685.0,Carpet area: 685 (63.64 sq.m.),3,2,2,6.0,,Undefined,,,,685.0,0,0,0,0,0,1,0
vipul tatvam villa,18.5,sector 48,26428.0,7000.0,Plot area 7000(650.32 sq.m.),4,4,1,1.0,,Moderately Old,house,,7000.0,,0,0,0,0,0,1,30
signature global city,1.0,sector 37d,8494.0,11773.0,Carpet area: 1295 (120.31 sq.m.),3,3,2,2.0,North,Under Construction,,,,1295.0,0,0,0,0,0,1,36
ashiana mulberry,0.07,sohna road,6016.0,1164.0,Carpet area: 1230 (114.27 sq.m.),2,2,3+,12.0,,Relatively New,,,,1230.0,0,0,0,0,0,1,71
godrej summit,1.0,sector 104,5833.0,17144.0,Carpet area: 1800 (167.23 sq.m.),3,4,3+,7.0,East,Relatively New,,,,1800.0,0,1,0,0,0,2,96
tarc maceo,1.0,sector 91,7758.0,12890.0,Carpet area: 2320 (215.54 sq.m.),4,3,3+,0.0,North,Relatively New,,,,2320.0,1,0,0,1,0,0,45
shree vardhman flora,0.06,sector 90,5000.0,1200.0,Super Built up area 1300(120.77 sq.m.),2,2,2,12.0,East,Old Property,,1300.0,,,1,0,0,0,0,1,103
unitech espace,10.45,sector 50,32253.0,3240.0,Plot area 360(301.01 sq.m.),5,7,3+,3.0,,Moderately Old,house,,3240.0,,1,1,0,1,1,2,153
hero homes,1.0,sector 104,9565.0,10455.0,Super Built up area 1359(126.26 sq.m.)Carpet area: 861.97 sq.ft. (80.08 sq.m.),3,2,2,18.0,East,New Property,,1359.0,,861.97,0,0,0,0,0,1,49
bestech park view residency,1.0,sector 2,7865.0,12715.0,Super Built up area 1780(165.37 sq.m.),3,3,3+,6.0,North,Old Property,,1780.0,,,0,0,0,0,0,0,107
experion windchants,4.0,sector 112,12622.0,31691.0,Super Built up area 3763(349.59 sq.m.),3,5,3+,4.0,West,Relatively New,,3763.0,,,0,1,0,0,0,2,42
suncity avenue,0.04,sector 102,8928.0,448.0,Super Built up area 632(58.71 sq.m.)Carpet area: 532 sq.ft. (49.42 sq.m.),2,2,1,5.0,South-East,Relatively New,,632.0,,532.0,0,0,1,0,0,1,142
bestech park view ananda,0.09,sector 81,10626.0,847.0,Super Built up area 1360(126.35 sq.m.)Carpet area: 894 sq.ft. (83.06 sq.m.),2,2,2,2.0,North-East,Relatively New,,1360.0,,894.0,0,0,0,0,0,2,104
hcbs sports ville,0.02,sohna road,3768.0,531.0,Built Up area: 743 (69.03 sq.m.)Carpet area: 643 sq.ft. (59.74 sq.m.),2,2,1,11.0,East,Relatively New,,,743.0,643.0,0,0,0,0,0,1,38
sare crescent parc,0.05,sector 92,5000.0,1000.0,Super Built up area 1000(92.9 sq.m.),2,2,3,2.0,,Moderately Old,,1000.0,,,0,0,0,0,0,1,38
tulip violet,1.0,sector 69,8814.0,11346.0,Carpet area: 1350 (125.42 sq.m.),2,3,1,0.0,West,Relatively New,,,,1350.0,1,0,0,0,0,2,174
signature global city 63a,1.0,sector 63a,14783.0,6765.0,Carpet area: 1050 (97.55 sq.m.),2,2,2,2.0,,Under Construction,,,,1050.0,0,0,0,0,0,1,0
dlf new town heights,1.0,sector 86,8205.0,12188.0,Super Built up area 1930(179.3 sq.m.)Carpet area: 1560 sq.ft. (144.93 sq.m.),3,4,3+,12.0,West,Moderately Old,,1930.0,,1560.0,0,1,0,1,0,1,96
bptp terra,1.0,sector 37d,8215.0,12173.0,Super Built up area 2191(203.55 sq.m.)Carpet area: 1860 sq.ft. (172.8 sq.m.),4,3,3,18.0,North-West,Relatively New,,2191.0,,1860.0,1,1,0,1,0,1,49
alpha corp gurgaonone,2.0,sector 84,7586.0,26364.0,Carpet area: 2900 (269.42 sq.m.),4,4,3,10.0,South,Relatively New,,,,2900.0,0,1,0,0,0,1,21
tulip violet,1.0,sector 69,8840.0,11312.0,Super Built up area 1578(146.6 sq.m.),3,3,2,1.0,North-East,Relatively New,,1578.0,,,0,0,0,0,0,1,95
m3m skywalk,1.0,sector 74,12500.0,8000.0,Super Built up area 1400(130.06 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),2,2,3,17.0,North-East,Relatively New,,1400.0,1300.0,1200.0,0,0,1,0,0,1,174
ild greens,0.07,sector 37c,5714.0,1225.0,Super Built up area 1365(126.81 sq.m.)Built Up area: 1068.1 sq.ft. (99.23 sq.m.)Carpet area: 900 sq.ft. (83.61 sq.m.),2,2,3,1.0,North,Moderately Old,,1365.0,1068.1,900.0,0,0,0,0,0,2,103
landmark the residency,0.09,sector 103,6666.0,1350.0,Super Built up area 1350(125.42 sq.m.),2,2,2,1.0,South-West,Relatively New,,1350.0,,,0,0,0,0,0,1,44
emaar palm gardens,1.0,sector 83,9474.0,10555.0,Built Up area: 1900 (176.52 sq.m.),3,4,0,9.0,,Undefined,,,1900.0,,0,0,0,0,0,1,55
sushant lok 1 builder floors,1.65,sector 43,30556.0,540.0,Plot area 60(50.17 sq.m.)Built Up area: 540 sq.yards (451.51 sq.m.)Carpet area: 500 sq.yards (418.06 sq.m.),4,4,3+,4.0,West,Moderately Old,house,,540.0,500.0,0,0,0,0,1,0,49
shree vardhman victoria,1.0,sector 70,8461.0,11819.0,Carpet area: 1950 (181.16 sq.m.),3,3,2,6.0,North-West,Relatively New,,,,1950.0,1,0,0,0,0,1,72
assotech blith,1.0,sector 99,6702.0,14921.0,Built Up area: 2835 (263.38 sq.m.),4,4,3+,2.0,North-East,Undefined,,,2835.0,,0,0,0,0,0,1,51
independent,1.2,sector 23,6230.0,1926.0,Plot area 214(178.93 sq.m.)Built Up area: 1500 sq.yards (1254.19 sq.m.),3,2,2,3.0,,New Property,house,,1500.0,,0,0,0,0,0,2,79
whiteland the aspen,3.0,sector 76,17615.0,17031.0,Carpet area: 1900 (176.52 sq.m.),3,4,3+,5.0,North-East,Under Construction,,,,1900.0,0,1,0,0,0,0,151
spaze privy at,1.0,sector 84,7453.0,13417.0,Super Built up area 1610(149.57 sq.m.),2,2,3,3.0,,Relatively New,,1610.0,,,1,0,0,0,0,2,133
dlf park place,6.0,sector 54,24963.0,24036.0,Super Built up area 2704(251.21 sq.m.)Carpet area: 1534 sq.ft. (142.51 sq.m.),4,4,2,8.0,North,Moderately Old,,2704.0,,1534.0,0,1,0,0,0,0,135
palam vihar extension west zone rwa,0.4,sector 2,4444.0,900.0,Plot area 900(83.61 sq.m.),6,4,2,2.0,West,Moderately Old,house,,900.0,,0,0,0,0,0,1,36
eldeco accolade,1.0,sector 33,8043.0,12433.0,Built Up area: 1492 (138.61 sq.m.)Carpet area: 849 sq.ft. (78.87 sq.m.),2,2,2,0.0,,Undefined,,,1492.0,849.0,0,0,0,0,0,1,56
navjyoti apartment,2.0,sector 38,11938.0,16753.0,Carpet area: 1759 (163.42 sq.m.),4,4,3+,10.0,North,Old Property,,,,1759.0,0,0,0,0,0,0,22
lig flat,1.0,sector 40,50000.0,2000.0,Built Up area: 300 (27.87 sq.m.),1,1,0,0.0,,Undefined,,,300.0,,0,0,0,0,0,1,0
raheja vanya,0.05,sector 99a,3975.0,1258.0,Super Built up area 1252.13(116.33 sq.m.),2,2,3,1.0,East,Under Construction,,1252.13,,,0,0,0,0,1,1,96
godrej summit,1.0,sector 104,5000.0,20000.0,Carpet area: 2700 (250.84 sq.m.),4,5,3+,0.0,North-East,Relatively New,,,,2700.0,1,1,1,1,0,1,112
pareena coban residences,1.0,sector 99a,8000.0,12500.0,Super Built up area 2000(185.81 sq.m.),3,3,3,6.0,,Under Construction,,2000.0,,,0,0,0,0,0,1,0
nbcc heights,0.07,sector 89,6578.0,1064.0,Super Built up area 1140(105.91 sq.m.),2,2,2,6.0,,Moderately Old,,1140.0,,,0,0,0,0,0,1,0
m3m golfestate,1.0,sector 65,12000.0,8333.0,Carpet area: 11000 (1021.93 sq.m.),4,4,3,13.0,North,Moderately Old,,,,11000.0,0,1,0,0,0,1,60
bptp terra,1.0,sector 37d,8006.0,12491.0,Super Built up area 1811(168.25 sq.m.)Built Up area: 1711 sq.ft. (158.96 sq.m.)Carpet area: 1611 sq.ft. (149.67 sq.m.),3,3,3,8.0,South-East,Relatively New,,1811.0,1711.0,1611.0,0,0,0,0,0,1,149
vatika sovereign park,3.0,sector 99,9922.0,30236.0,Built Up area: 3225 (299.61 sq.m.),4,4,0,5.0,North-East,Under Construction,,,3225.0,,0,0,0,0,0,1,23
raheja atharva,1.0,sector 109,5319.0,18801.0,Built Up area: 3008 (279.45 sq.m.),4,1,0,0.0,,New Property,,,3008.0,,0,0,0,0,0,1,0
godrej aria,1.0,sector 79,7426.0,13466.0,Super Built up area 2289(212.66 sq.m.)Carpet area: 1121 sq.ft. (104.14 sq.m.),3,4,3+,6.0,East,New Property,,2289.0,,1121.0,0,1,0,0,0,1,81
chanderlok society,0.09,sector 28,7234.0,1244.0,Carpet area: 1244 (115.57 sq.m.),4,2,3+,1.0,,Old Property,,,,1244.0,0,0,0,0,0,1,0
pioneer park,2.0,sector 61,14623.0,13677.0,Super Built up area 1795(166.76 sq.m.)Built Up area: 1595 sq.ft. (148.18 sq.m.)Carpet area: 1395 sq.ft. (129.6 sq.m.),3,3,3+,16.0,South,Moderately Old,,1795.0,1595.0,1395.0,0,1,0,0,0,2,165
parsvnath exotica,4.0,sector 53,16580.0,24125.0,Super Built up area 2895(268.95 sq.m.)Built Up area: 2500 sq.ft. (232.26 sq.m.)Carpet area: 2200 sq.ft. (204.39 sq.m.),3,4,3+,8.0,North-East,Relatively New,,2895.0,2500.0,2200.0,0,1,0,1,1,2,174
tarc maceo,1.0,sector 91,6465.0,15468.0,Super Built up area 2320(215.54 sq.m.)Carpet area: 1325 sq.ft. (123.1 sq.m.),3,4,3+,3.0,North-West,Relatively New,,2320.0,,1325.0,1,1,0,0,0,1,112
mapsko mount ville,1.0,sector 79,7716.0,12960.0,Super Built up area 1620(150.5 sq.m.)Carpet area: 862.18 sq.ft. (80.1 sq.m.),3,3,2,1.0,South-West,Relatively New,,1620.0,,862.18,1,0,0,1,0,2,166
ireo victory valley,4.0,sector 67,13929.0,28717.0,Super Built up area 3410(316.8 sq.m.)Built Up area: 3200 sq.ft. (297.29 sq.m.)Carpet area: 3100 sq.ft. (288 sq.m.),4,4,3+,0.0,West,Relatively New,,3410.0,3200.0,3100.0,1,1,1,1,0,2,165
ireo skyon,2.0,sector 60,16129.0,12400.0,Super Built up area 1550(144 sq.m.),2,3,2,4.0,North-West,Relatively New,,1550.0,,,1,0,0,0,0,1,100
dlf the ultima,2.0,sector 81,12802.0,15623.0,Carpet area: 2109 (195.93 sq.m.),3,3,3,15.0,North,Relatively New,,,,2109.0,0,1,0,0,0,2,49
independent,7.5,sector 56,23148.0,3240.0,Plot area 360(301.01 sq.m.),8,8,3+,3.0,North-East,Relatively New,house,,3240.0,,1,1,0,1,0,0,42
m3m skycity,2.0,sector 65,15590.0,12829.0,Super Built up area 1828(169.83 sq.m.),3,3,3,43.0,South,Under Construction,,1828.0,,,0,0,0,0,0,2,115
dlf the primus,3.0,sector 82a,13430.0,22338.0,Carpet area: 2606 (242.11 sq.m.),5,5,3+,14.0,North-East,Relatively New,,,,2606.0,1,0,0,0,0,0,49
tulip purple,1.0,sector 69,9000.0,11111.0,Super Built up area 2400(222.97 sq.m.)Built Up area: 2200 sq.ft. (204.39 sq.m.)Carpet area: 2000 sq.ft. (185.81 sq.m.),4,5,3+,4.0,North-East,Relatively New,,2400.0,2200.0,2000.0,0,1,0,0,0,1,165
international city by sobha phase 2,8.75,sector 109,24306.0,3600.0,Plot area 400(334.45 sq.m.),5,5,3+,3.0,North-East,New Property,house,,3600.0,,1,1,1,1,0,2,153
bptp pedestal,0.9,sector 70a,7582.0,1187.0,Carpet area: 1187 (110.28 sq.m.),2,2,3+,3.0,North-East,New Property,house,,,1187.0,0,1,0,0,1,1,153
independent,,sector 25,,,Plot area 502(419.74 sq.m.)Built Up area: 450 sq.yards (376.26 sq.m.)Carpet area: 400 sq.yards (334.45 sq.m.),5,5,3+,2.0,West,Relatively New,house,,450.0,400.0,1,1,0,1,1,2,49
